,characteristic_id,characteristic_description,units,dataset_label,dataset_url,theme_label,theme_url,characteristic_type
145,ACC_HERBICIDE,"Herbicide use on agricultural land in kilograms per square kilometer, 2009 per NHDPlus version 2 catchment",kilogram per square kilometer,"Herbicide use on agricultural land in kilograms per square kilometer, 2009 per NHDPlus version 2 catchment",https://www.sciencebase.gov/catalog/item/57052ba4e4b0d4e2b756ab85,Chemical,https://www.sciencebase.gov/catalog/item/56fd600fe4b022712b81bf9a,divRoute_name
146,ACC_INSECTICIDE,"Insecticide use on agricultural land in kilograms per square kilometer, 2009 per NHDPlus version 2 catchment",kilogram per square kilometer,"Insecticide use on agricultural land in kilograms per square kilometer, 2009 per NHDPlus version 2 catchment",https://www.sciencebase.gov/catalog/item/57052c47e4b0d4e2b756ac39,Chemical,https://www.sciencebase.gov/catalog/item/56fd600fe4b022712b81bf9a,divRoute_name
147,ACC_N97,"Estimate of nitrogen from fertilizer and manure, from Census of Ag 1997 and AAPFCO",kg/sqkm,Mean rate of nitrogen from fertilizer and manure applied on agricultural land in 1997 per NHDPlus version 2 catchment,https://www.sciencebase.gov/catalog/item/57053205e4b0d4e2b756b353,Chemical,https://www.sciencebase.gov/catalog/item/56fd600fe4b022712b81bf9a,divRoute_name
148,ACC_NEMATICIDE,"Nematicide use on agricultural land in kilograms per square kilometer, 2009 per NHDPlus version 2 catchment",kilogram per square kilometer,"Nematicide use on agricultural land in kilograms per square kilometer, 2009 per NHDPlus version 2 catchment",https://www.sciencebase.gov/catalog/item/570535aae4b0d4e2b756b78c,Chemical,https://www.sciencebase.gov/catalog/item/56fd600fe4b022712b81bf9a,divRoute_name
149,ACC_P97,"Estimate of phosphorous from fertilizer and manure, from Census of Ag 1997 and AAPFCO",kg/sqkm,Mean rate of phosphorous from fertilizer and manure applied on agricultural land in 1997 per NHDPlus version 2 catchment,https://www.sciencebase.gov/catalog/item/57053749e4b0d4e2b756b969,Chemical,https://www.sciencebase.gov/catalog/item/56fd600fe4b022712b81bf9a,divRoute_name
150,ACC_PRSNOW,"Snow percent of total precipitation estimate, mean for period 1901-2000.  From McCabe and Wolock (submitted, 2008), 1km grid.",percent,"Estimated mean annual snow as a percent of total precipitation, 1905-2002 per NHDPlus version 2 catchment.",https://www.sciencebase.gov/catalog/item/57053dc5e4b0d4e2b756c117,Climate,https://www.sciencebase.gov/catalog/item/566ef828e4b09cfe53ca76f7,divRoute_name
151,ACC_CWD,Average number of consecutive days with measurable precipitation. It is also sometimes refered to as average storm duration.,days,30-year average number of consecutive days with measurable precipitation per NHDPlus version 2 catchment.,https://www.sciencebase.gov/catalog/item/57053e25e4b0d4e2b756c17d,Climate,https://www.sciencebase.gov/catalog/item/566ef828e4b09cfe53ca76f7,divRoute_name
152,ACC_ET,"Mean-annual actual evapotranspiration (ET), estimated using regression equation of Sanford and Selnick (2013)",mm/year,"Mean-annual evapotranspiration, estimated by Senay and others (2013) per NHDPlus version 2 catchment.",https://www.sciencebase.gov/catalog/item/5705491be4b0d4e2b756cf8a,Climate,https://www.sciencebase.gov/catalog/item/566ef828e4b09cfe53ca76f7,divRoute_name
153,ACC_RH,"Watershed average relative humidity (percent), from 2km PRISM, derived from 30 years of record (1961-1990).",percent,PRISM 30-year average  (1961-1990) relative humidity (percent) per NHDPlus version 2 catchment. -9999 denotes flowline reach has no catchment.,https://www.sciencebase.gov/catalog/item/57054a24e4b0d4e2b756d0e7,Climate,https://www.sciencebase.gov/catalog/item/566ef828e4b09cfe53ca76f7,divRoute_name
154,ACC_TMAX7100,"Watershed average of maximum monthly air temperature (degrees C) from 800m PRISM, derived from 30 years of record (1971-2000).",degrees C,30 year (1971 - 2000) mean annual maximum temperature (Celsius) from 800m PRISM data per NHDPlus version 2 catchment,https://www.sciencebase.gov/catalog/item/57054aebe4b0d4e2b756d1fc,Climate,https://www.sciencebase.gov/catalog/item/566ef828e4b09cfe53ca76f7,divRoute_name
155,ACC_TAV7100_ANN,"Watershed average of monthly air temperature (degrees C) from 800m PRISM, derived from 30 years of record (1971-2000).",degrees C,30 year (1971 - 2000) mean annual temperature (Celsius) per NHDPlus version 2 catchment. -9999 denotes NODATA.,https://www.sciencebase.gov/catalog/item/57054bf2e4b0d4e2b756d364,Climate,https://www.sciencebase.gov/catalog/item/566ef828e4b09cfe53ca76f7,divRoute_name
156,ACC_TMIN7100,"Watershed average of minimum monthly air temperature (degrees C) from 800m PRISM, derived from 30 years of record (1971-2000).",degrees C,30 year (1971 - 2000) mean annual minimum temperature (Celsius) from 800m PRISM data per NHDPlus version 2 catchment,https://www.sciencebase.gov/catalog/item/57054c9be4b0d4e2b756d465,Climate,https://www.sciencebase.gov/catalog/item/566ef828e4b09cfe53ca76f7,divRoute_name
157,ACC_CNPY11_BUFF100,NLCD 2011 percent tree canopy in 100 meter riparian buffer,percent,Percent NLCD 2011 Tree Canopy in 100 meter riparian buffer per NHDPlus version 2 catchment,https://www.sciencebase.gov/catalog/item/570572e2e4b0d4e2b75718bc,Land Cover,unknown,divRoute_name
158,ACC_IMPV01_BUFF100,NLCD 2001 percent imperviousness in the 100 meter riparian buffer zones,percent,NLCD 2001 percent imperviousness in 100 meter riparian buffer per NHDPlus version 2 catchment,https://www.sciencebase.gov/catalog/item/57057499e4b0d4e2b7571a8d,Land Cover,unknown,divRoute_name
159,ACC_IMPV06,NLCD 2006 percent imperviousness per NHDPlus version 2 catchment.,percent,NLCD 2006 percent imperviousness per NHDPlus version 2 catchment.,https://www.sciencebase.gov/catalog/item/570575fae4b0d4e2b7571bba,Land Cover,unknown,divRoute_name
160,ACC_IMPV06_BUFF100,NLCD 2006 percent imperviousness in the 100 meter riparian buffer zones,percent,NLCD 2006 percent imperviousness in 100 meter riparian buffer per NHDPlus version 2 catchment,https://www.sciencebase.gov/catalog/item/5705769fe4b0d4e2b7571c51,Land Cover,unknown,divRoute_name
161,ACC_DITCHES92,Percent of watershed subjected to ditches for the year 1992,percent,Estimated percent area of field ditches on agricultural land for the year 1992 per NHDPlus version 2 catchment. -9999 denotes the source data does not underly the NHDPlusV2 catchments and therefore is NODATA.,https://www.sciencebase.gov/catalog/item/57067257e4b03f95a075ab0c,Hydrologic Modifications,unknown,divRoute_name
162,ACC_HGA,"Percentage of Hydrologic Group A soil. -9999 denotes NODATA, usually water. Hydrologic group A soils have high infiltration rates. Soils are deep and well drained and, typically, have high sand and gravel content.",percent,"Percentage of soils found in an NHDPlus version 2 catchment that contains Hydrologic Group VAR soil. -9999 denotes NODATA,  usually water. Hydrologic group VAR soils have variable drainage characteristics.",https://www.sciencebase.gov/catalog/item/5728d93be4b0b13d3918a99f,Soils,https://www.sciencebase.gov/catalog/item/568d6554e4b0e7a44bc207f7,divRoute_name
163,ACC_SWAMPMARSH,Percent swamps or marshes.,percent,Percent of NHDPlusV2 catchment that contains estuaries. -9999 denotes flowline reach has no catchment.,https://www.sciencebase.gov/catalog/item/57ab4009e4b05e859be1ad26,Land Cover,unknown,divRoute_name
164,ACC_HGAC,"Percentage of Hydrologic Group AC soil. -9999 denotes NODATA, usually water. Hydrologic group AC soils have group A characteristics (high infiltration rates) when artificially drained and have group C characteristics (slow infiltration rates) when not drained.",percent,"Percentage of soils found in an NHDPlus version 2 catchment that contains Hydrologic Group VAR soil. -9999 denotes NODATA,  usually water. Hydrologic group VAR soils have variable drainage characteristics.",https://www.sciencebase.gov/catalog/item/5728d93be4b0b13d3918a99f,Soils,https://www.sciencebase.gov/catalog/item/568d6554e4b0e7a44bc207f7,divRoute_name
165,ACC_HGAD,"Percentage of Hydrologic Group AD soil. -9999 denotes NODATA, usually water. Hydrologic group AD soils have group A characteristics (high infiltration rates) when artificially drained and have group D characteristics (very slow infiltration rates) when not drained.",percent,"Percentage of soils found in an NHDPlus version 2 catchment that contains Hydrologic Group VAR soil. -9999 denotes NODATA,  usually water. Hydrologic group VAR soils have variable drainage characteristics.",https://www.sciencebase.gov/catalog/item/5728d93be4b0b13d3918a99f,Soils,https://www.sciencebase.gov/catalog/item/568d6554e4b0e7a44bc207f7,divRoute_name
166,ACC_HGB,"Percentage of Hydrologic Group B soil. -9999 denotes NODATA, usually water. Hydrologic group B soils have moderate infiltration rates. Soils are moderately deep, moderately well drained, and moderately coarse in texture.",percent,"Percentage of soils found in an NHDPlus version 2 catchment that contains Hydrologic Group VAR soil. -9999 denotes NODATA,  usually water. Hydrologic group VAR soils have variable drainage characteristics.",https://www.sciencebase.gov/catalog/item/5728d93be4b0b13d3918a99f,Soils,https://www.sciencebase.gov/catalog/item/568d6554e4b0e7a44bc207f7,divRoute_name
167,ACC_HGBC,"Percentage of Hydrologic Group BC soil. -9999 denotes NODATA, usually water. Hydrologic group BC soils have group B characteristics (moderate infiltration rates) when artificially drained and have group C characteristics (slow infiltration rates) when not drained.",percent,"Percentage of soils found in an NHDPlus version 2 catchment that contains Hydrologic Group VAR soil. -9999 denotes NODATA,  usually water. Hydrologic group VAR soils have variable drainage characteristics.",https://www.sciencebase.gov/catalog/item/5728d93be4b0b13d3918a99f,Soils,https://www.sciencebase.gov/catalog/item/568d6554e4b0e7a44bc207f7,divRoute_name
168,ACC_HGBD,"Percentage of Hydrologic Group BD soil. -9999 denotes NODATA, usually water. Hydrologic group BD soils have group B characteristics (moderate infiltration rates) when artificially drained and have group D characteristics (very slow infiltration rates) when not drained.",percent,"Percentage of soils found in an NHDPlus version 2 catchment that contains Hydrologic Group VAR soil. -9999 denotes NODATA,  usually water. Hydrologic group VAR soils have variable drainage characteristics.",https://www.sciencebase.gov/catalog/item/5728d93be4b0b13d3918a99f,Soils,https://www.sciencebase.gov/catalog/item/568d6554e4b0e7a44bc207f7,divRoute_name
169,ACC_HGC,"Percentage of Hydrologic Group C soil. -9999 denotes NODATA, usually water. Hydrologic group C soils have slow soil infiltration rates. The soil profiles include layers impeding downward movement of water and, typically, have moderately fine or fine texture.",percent,"Percentage of soils found in an NHDPlus version 2 catchment that contains Hydrologic Group VAR soil. -9999 denotes NODATA,  usually water. Hydrologic group VAR soils have variable drainage characteristics.",https://www.sciencebase.gov/catalog/item/5728d93be4b0b13d3918a99f,Soils,https://www.sciencebase.gov/catalog/item/568d6554e4b0e7a44bc207f7,divRoute_name
170,ACC_HGCD,"Percentage of Hydrologic Group CD soil. -9999 denotes NODATA, usually water. Hydrologic group CD soils have group C characteristics (slow infiltration rates) when artificially drained and have group D characteristics (very slow infiltration rates) when not drained.",percent,"Percentage of soils found in an NHDPlus version 2 catchment that contains Hydrologic Group VAR soil. -9999 denotes NODATA,  usually water. Hydrologic group VAR soils have variable drainage characteristics.",https://www.sciencebase.gov/catalog/item/5728d93be4b0b13d3918a99f,Soils,https://www.sciencebase.gov/catalog/item/568d6554e4b0e7a44bc207f7,divRoute_name
171,ACC_HGD,"Percentage of Hydrologic Group D soil. -9999 denotes NODATA, usually water. Hydrologic group D soils have very slow infiltration rates. Soils are clayey, have a high water table, or have a shallow impervious layer.",percent,"Percentage of soils found in an NHDPlus version 2 catchment that contains Hydrologic Group VAR soil. -9999 denotes NODATA,  usually water. Hydrologic group VAR soils have variable drainage characteristics.",https://www.sciencebase.gov/catalog/item/5728d93be4b0b13d3918a99f,Soils,https://www.sciencebase.gov/catalog/item/568d6554e4b0e7a44bc207f7,divRoute_name
172,ACC_HGVAR,"Percentage of Hydrologic Group VAR soil. -9999 denotes NODATA, usually water. Hydrologic group VAR soils have variable drainage characteristics.",percent,"Percentage of soils found in an NHDPlus version 2 catchment that contains Hydrologic Group VAR soil. -9999 denotes NODATA,  usually water. Hydrologic group VAR soils have variable drainage characteristics.",https://www.sciencebase.gov/catalog/item/5728d93be4b0b13d3918a99f,Soils,https://www.sciencebase.gov/catalog/item/568d6554e4b0e7a44bc207f7,divRoute_name
173,ACC_SILTAVE,Average percent of silt in soil per NHDPlus version 2 catchment. -9999 denotes NODATA usually water.,unknown,Average percent of silt in soil per NHDPlus version 2 catchment. -9999 denotes NODATA usually water.,https://www.sciencebase.gov/catalog/item/5728dd46e4b0b13d3918a9a7,Soils,https://www.sciencebase.gov/catalog/item/568d6554e4b0e7a44bc207f7,divRoute_name
174,ACC_CLAYAVE,Average value of clay content (percentage),percent,Average percent of silt in soil per NHDPlus version 2 catchment. -9999 denotes NODATA usually water.,https://www.sciencebase.gov/catalog/item/5728dd46e4b0b13d3918a9a7,Soils,https://www.sciencebase.gov/catalog/item/568d6554e4b0e7a44bc207f7,divRoute_name
175,ACC_SANDAVE,Average percent of sand in soil per NHDPlus version 2 catchment. -9999 denotes NODATA usually water.,unknown,Average percent of silt in soil per NHDPlus version 2 catchment. -9999 denotes NODATA usually water.,https://www.sciencebase.gov/catalog/item/5728dd46e4b0b13d3918a9a7,Soils,https://www.sciencebase.gov/catalog/item/568d6554e4b0e7a44bc207f7,divRoute_name
176,ACC_POPDENS00,"Population density, persons per square kilometer from 2000 Census block level data per NHDPlus version 2 catchment",persons per square kilometer,"Population density, persons per square kilometer from 2000 Census block level data per NHDPlus version 2 catchment",https://www.sciencebase.gov/catalog/item/5728f532e4b0b13d3918aa0a,Population,unknown,divRoute_name
177,ACC_POPDENS90,"Population density, persons per square kilometer per NHDPlus version 2 catchment",persons per square kilometer,"Population density, persons per square kilometer per NHDPlus version 2 catchment",https://www.sciencebase.gov/catalog/item/5728f609e4b0b13d3918aa0e,Population,unknown,divRoute_name
178,ACC_POPDENS10,"Population density, persons per square kilometer per NHDPlus version 2 catchment",persons per square kilometer,"Population density, persons per square kilometer per NHDPlus version 2 catchment",https://www.sciencebase.gov/catalog/item/5728f746e4b0b13d3918aa1e,Population,unknown,divRoute_name
179,ACC_SRL25AG,Estimated percent presence of the soil restrictive layer in the upper 25 centimeters of agricultural land,percent,"Estimated percent presence of the soil restrictive layer in the upper 55, centimeters of agricultural land per NHDPlus version 2 catchment. -9999 denotes NODATA or there is no soil restrictive layer at this depth for this catchment.",https://www.sciencebase.gov/catalog/item/572900afe4b0b13d3918aa64,Soils,https://www.sciencebase.gov/catalog/item/568d6554e4b0e7a44bc207f7,divRoute_name
180,ACC_SRL35AG,Estimated percent presence of the soil restrictive layer in the upper 35 centimeters of agricultural land,percent,"Estimated percent presence of the soil restrictive layer in the upper 55, centimeters of agricultural land per NHDPlus version 2 catchment. -9999 denotes NODATA or there is no soil restrictive layer at this depth for this catchment.",https://www.sciencebase.gov/catalog/item/572900afe4b0b13d3918aa64,Soils,https://www.sciencebase.gov/catalog/item/568d6554e4b0e7a44bc207f7,divRoute_name
181,ACC_SRL45AG,Estimated percent presence of the soil restrictive layer in the upper 45 centimeters of agricultural land,percent,"Estimated percent presence of the soil restrictive layer in the upper 55, centimeters of agricultural land per NHDPlus version 2 catchment. -9999 denotes NODATA or there is no soil restrictive layer at this depth for this catchment.",https://www.sciencebase.gov/catalog/item/572900afe4b0b13d3918aa64,Soils,https://www.sciencebase.gov/catalog/item/568d6554e4b0e7a44bc207f7,divRoute_name
182,ACC_SRL55AG,Estimated percent presence of the soil restrictive layer in the upper 55 centimeters of agricultural land,percent,"Estimated percent presence of the soil restrictive layer in the upper 55, centimeters of agricultural land per NHDPlus version 2 catchment. -9999 denotes NODATA or there is no soil restrictive layer at this depth for this catchment.",https://www.sciencebase.gov/catalog/item/572900afe4b0b13d3918aa64,Soils,https://www.sciencebase.gov/catalog/item/568d6554e4b0e7a44bc207f7,divRoute_name
183,ACC_MINP6190,Watershed minimum average annual precipitation in mm,mm/year,30 year average (1961-1990) of minimum monthly precipitation in mm per NHDPlus version 2 catchment. -9999 denotes catchment is outside of the source data extent.,https://www.sciencebase.gov/catalog/item/572a23c4e4b0b13d391a0142,Climate,https://www.sciencebase.gov/catalog/item/566ef828e4b09cfe53ca76f7,divRoute_name
184,ACC_WDANN,NHDPlusV2 catchment value for the 30 year annual average (1961-1990) number of days of measurable precipitation. -9999 denotes NODATA or source data does not cover catchment.,days,NHDPlusV2 catchment value for the 30 year annual average (1961-1990) number of days of measurable precipitation. -9999 denotes NODATA or source data does not cover catchment.,https://www.sciencebase.gov/catalog/item/573b5497e4b0dae0d5e3ada1,Climate,https://www.sciencebase.gov/catalog/item/566ef828e4b09cfe53ca76f7,divRoute_name
185,ACC_SALINAVE,Mean salinity per NHDPlus version 2 catchment,milliohms per centimeter (mohms/cm).,Mean salinity per NHDPlus version 2 catchment,https://www.sciencebase.gov/catalog/item/573b5ba4e4b0dae0d5e3adc2,Soils,https://www.sciencebase.gov/catalog/item/568d6554e4b0e7a44bc207f7,divRoute_name
186,ACC_PPT7100_ANN,"Mean annual precip (mm) for the watershed, from 800m PRISM data.  30 years period of record 1971-2000. ",mm/year,30 year (1971 - 2000) mean annual precipitation from 800m PRISM data per NHDPlus version 2 catchment,https://www.sciencebase.gov/catalog/item/573b70a7e4b0dae0d5e3ae85,Climate,https://www.sciencebase.gov/catalog/item/566ef828e4b09cfe53ca76f7,divRoute_name
187,ACC_ESTUARY,Percent estuaries.,percent,Percent of NHDPlusV2 catchment that contains estuaries. -9999 denotes flowline reach has no catchment.,https://www.sciencebase.gov/catalog/item/57ab4009e4b05e859be1ad26,Land Cover,unknown,divRoute_name
188,ACC_MIRAD_2002,"Percent of watershed in irrigated agriculture, from USGS 2002 250-m MODIS data",percent,Percent of all land that?s irrigated agriculture in 2002 per NHDPlus version 2 catchment,https://www.sciencebase.gov/catalog/item/573b77afe4b0dae0d5e3aea6,Hydrologic Modifications,unknown,divRoute_name
189,ACC_MIRAD_2007,"Percent of watershed in irrigated agriculture, from USGS 2007 250-m MODIS data",percent,Percent of all land that?s irrigated agriculture in 2007 per NHDPlus version 2 catchment,https://www.sciencebase.gov/catalog/item/573b7850e4b0dae0d5e3aeb0,Hydrologic Modifications,unknown,divRoute_name
190,ACC_MIRAD_2012,"Percent of watershed in irrigated agriculture, from USGS 2012 250-m MODIS data",percent,Percent of all land that?s irrigated agriculture in 2012 per NHDPlus version 2 catchment,https://www.sciencebase.gov/catalog/item/573b78aee4b0dae0d5e3aeb7,Hydrologic Modifications,unknown,divRoute_name
191,ACC_NLCD01_11,"2001 land-use and land-cover type Open Water: All areas of open water, generally with less than 25 percent cover of vegetation or soil. -9999 denotes NODATA.",percent,2011 land-use and land-cover type Emergent Herbaceous Wetlands: Areas where perennial herbaceous vegetation accounts for greater than 80 percent of vegetative cover and the soil or substrate is periodically saturated with or covered with water. -9999 denotes NODATA.,https://www.sciencebase.gov/catalog/item/5761b67de4b04f417c2d30ae,Land Cover,unknown,divRoute_name
192,ACC_NLCD01_12,"2001 land-use and land-cover type Perennial Ice/Snow: All areas characterized by a perennial cover of ice and/or snow, generally greater than 25 percent of total cover. -9999 denotes NODATA.",percent,2011 land-use and land-cover type Emergent Herbaceous Wetlands: Areas where perennial herbaceous vegetation accounts for greater than 80 percent of vegetative cover and the soil or substrate is periodically saturated with or covered with water. -9999 denotes NODATA.,https://www.sciencebase.gov/catalog/item/5761b67de4b04f417c2d30ae,Land Cover,unknown,divRoute_name
193,ACC_NLCD01_21,"2001 land-use and land-cover type Developed, Open Space: Includes areas with a mixture of some constructed materials, but mostly vegetation in the form of lawn grasses. Impervious surfaces account for less than 20 percent of total cover. These areas most commonly include large-lot single-family housing units, parks, golf courses, and vegetation planted in developed settings for recreation, erosion control, or aesthetic purposes. -9999 denotes NODATA.",percent,2011 land-use and land-cover type Emergent Herbaceous Wetlands: Areas where perennial herbaceous vegetation accounts for greater than 80 percent of vegetative cover and the soil or substrate is periodically saturated with or covered with water. -9999 denotes NODATA.,https://www.sciencebase.gov/catalog/item/5761b67de4b04f417c2d30ae,Land Cover,unknown,divRoute_name
194,ACC_NLCD01_22,"2001 land-use and land-cover type Developed, Low Intensity: Includes areas with a mixture of constructed materials and vegetation. Impervious surfaces account for 20-49 percent of total cover. These areas most commonly include single-family housing units. -9999 denotes NODATA.",percent,2011 land-use and land-cover type Emergent Herbaceous Wetlands: Areas where perennial herbaceous vegetation accounts for greater than 80 percent of vegetative cover and the soil or substrate is periodically saturated with or covered with water. -9999 denotes NODATA.,https://www.sciencebase.gov/catalog/item/5761b67de4b04f417c2d30ae,Land Cover,unknown,divRoute_name
195,ACC_NLCD01_23,"2001 land-use and land-cover type Developed, Medium Intensity: Includes areas with a mixture of constructed materials and vegetation. Impervious surfaces account for 50-79 percent of the total cover. These areas most commonly include single-family housing units. -9999 denotes NODATA.",percent,2011 land-use and land-cover type Emergent Herbaceous Wetlands: Areas where perennial herbaceous vegetation accounts for greater than 80 percent of vegetative cover and the soil or substrate is periodically saturated with or covered with water. -9999 denotes NODATA.,https://www.sciencebase.gov/catalog/item/5761b67de4b04f417c2d30ae,Land Cover,unknown,divRoute_name
196,ACC_NLCD01_24,"2001 land-use and land-cover type Developed, High Intensity: Includes highly developed areas where people reside or work in high numbers. Examples include apartment complexes, row houses, and commercial/industrial. Impervious surfaces account for 80-100 percent of the total cover. -9999 denotes NODATA.",percent,2011 land-use and land-cover type Emergent Herbaceous Wetlands: Areas where perennial herbaceous vegetation accounts for greater than 80 percent of vegetative cover and the soil or substrate is periodically saturated with or covered with water. -9999 denotes NODATA.,https://www.sciencebase.gov/catalog/item/5761b67de4b04f417c2d30ae,Land Cover,unknown,divRoute_name
197,ACC_NLCD01_31,"2001 land-use and land-cover type Barren Land (Rock/Sand/Clay): Barren areas of bedrock, desert pavement, scarps, talus, slides, volcanic material, glacial debris, sand dunes, strip mines, gravel pits, and other accumulations of earthen material. Generally, vegetation accounts for less than 15 percent of total cover. -9999 denotes NODATA.",percent,2011 land-use and land-cover type Emergent Herbaceous Wetlands: Areas where perennial herbaceous vegetation accounts for greater than 80 percent of vegetative cover and the soil or substrate is periodically saturated with or covered with water. -9999 denotes NODATA.,https://www.sciencebase.gov/catalog/item/5761b67de4b04f417c2d30ae,Land Cover,unknown,divRoute_name
198,ACC_NLCD01_41,"2001 land-use and land-cover type Deciduous Forest: Areas dominated by trees generally greater than 5 meters tall, and greater than 20 percent of total vegetation cover. More than 75 percent of the tree species shed foliage simultaneously in response to seasonal change. -9999 denotes NODATA.",percent,2011 land-use and land-cover type Emergent Herbaceous Wetlands: Areas where perennial herbaceous vegetation accounts for greater than 80 percent of vegetative cover and the soil or substrate is periodically saturated with or covered with water. -9999 denotes NODATA.,https://www.sciencebase.gov/catalog/item/5761b67de4b04f417c2d30ae,Land Cover,unknown,divRoute_name
199,ACC_NLCD01_42,"2001 land-use and land-cover type Evergreen Forest: Areas dominated by trees generally greater than 5 meters tall, and greater than 20 percent of total vegetation cover. More than 75 percent of the trees maintain their leaves all year. Canopy is never without green foliage. -9999 denotes NODATA.",percent,2011 land-use and land-cover type Emergent Herbaceous Wetlands: Areas where perennial herbaceous vegetation accounts for greater than 80 percent of vegetative cover and the soil or substrate is periodically saturated with or covered with water. -9999 denotes NODATA.,https://www.sciencebase.gov/catalog/item/5761b67de4b04f417c2d30ae,Land Cover,unknown,divRoute_name
200,ACC_NLCD01_43,"2001 land-use and land-cover type Mixed Forest: Areas dominated by trees generally greater than 5 meters tall, and greater than 20 percent of total vegetation cover. Neither deciduous nor evergreen species are greater than 75 percent of total tree cover. -9999 denotes NODATA.",percent,2011 land-use and land-cover type Emergent Herbaceous Wetlands: Areas where perennial herbaceous vegetation accounts for greater than 80 percent of vegetative cover and the soil or substrate is periodically saturated with or covered with water. -9999 denotes NODATA.,https://www.sciencebase.gov/catalog/item/5761b67de4b04f417c2d30ae,Land Cover,unknown,divRoute_name
201,ACC_NLCD01_52,"2001 land-use and land-cover type Shrub/Scrub: Areas dominated by shrubs less than 5 meters tall. Shrub canopy is typically greater than 20 percent of total vegetation. This class includes true shrubs, young trees in an early successional stage or trees stunted from environmental conditions. -9999 denotes NODATA.",percent,2011 land-use and land-cover type Emergent Herbaceous Wetlands: Areas where perennial herbaceous vegetation accounts for greater than 80 percent of vegetative cover and the soil or substrate is periodically saturated with or covered with water. -9999 denotes NODATA.,https://www.sciencebase.gov/catalog/item/5761b67de4b04f417c2d30ae,Land Cover,unknown,divRoute_name
202,ACC_NLCD01_71,"2001 land-use and land-cover type Grassland/Herbaceous: Areas dominated by graminoid or herbaceous vegetation, generally greater than 80 percent of total vegetation. These areas are not subject to intensive management such as tilling, but can be utilized for grazing. -9999 denotes NODATA.",percent,2011 land-use and land-cover type Emergent Herbaceous Wetlands: Areas where perennial herbaceous vegetation accounts for greater than 80 percent of vegetative cover and the soil or substrate is periodically saturated with or covered with water. -9999 denotes NODATA.,https://www.sciencebase.gov/catalog/item/5761b67de4b04f417c2d30ae,Land Cover,unknown,divRoute_name
203,ACC_NLCD01_81,"2001 land-use and land-cover type Pasture/Hay: Areas of grasses, legumes, or grass-legume mixtures planted for livestock grazing or the production of seed or hay crops, typically on a perennial cycle. Pasture/hay vegetation accounts for greater than 20 percent of total vegetation. -9999 denotes NODATA.",percent,2011 land-use and land-cover type Emergent Herbaceous Wetlands: Areas where perennial herbaceous vegetation accounts for greater than 80 percent of vegetative cover and the soil or substrate is periodically saturated with or covered with water. -9999 denotes NODATA.,https://www.sciencebase.gov/catalog/item/5761b67de4b04f417c2d30ae,Land Cover,unknown,divRoute_name
204,ACC_NLCD01_82,"2001 land-use and land-cover type Cultivated Crops: Areas used for the production of annual crops, such as corn, soybeans, vegetables, tobacco, and cotton, and also perennial woody crops such as orchards and vineyards. Crop vegetation accounts for greater than 20 percent of total vegetation. This class also includes all land being actively tilled. -9999 denotes NODATA.",percent,2011 land-use and land-cover type Emergent Herbaceous Wetlands: Areas where perennial herbaceous vegetation accounts for greater than 80 percent of vegetative cover and the soil or substrate is periodically saturated with or covered with water. -9999 denotes NODATA.,https://www.sciencebase.gov/catalog/item/5761b67de4b04f417c2d30ae,Land Cover,unknown,divRoute_name
205,ACC_NLCD01_90,2001 land-use and land-cover type Woody Wetlands: Areas where forest or shrubland vegetation accounts for greater than 20 percent of vegetative cover and the soil or substrate is periodically saturated with or covered with water. -9999 denotes NODATA.,percent,2011 land-use and land-cover type Emergent Herbaceous Wetlands: Areas where perennial herbaceous vegetation accounts for greater than 80 percent of vegetative cover and the soil or substrate is periodically saturated with or covered with water. -9999 denotes NODATA.,https://www.sciencebase.gov/catalog/item/5761b67de4b04f417c2d30ae,Land Cover,unknown,divRoute_name
206,ACC_NLCD01_95,2001 land-use and land-cover type Emergent Herbaceous Wetlands: Areas where perennial herbaceous vegetation accounts for greater than 80 percent of vegetative cover and the soil or substrate is periodically saturated with or covered with water. -9999 denotes NODATA.,percent,2011 land-use and land-cover type Emergent Herbaceous Wetlands: Areas where perennial herbaceous vegetation accounts for greater than 80 percent of vegetative cover and the soil or substrate is periodically saturated with or covered with water. -9999 denotes NODATA.,https://www.sciencebase.gov/catalog/item/5761b67de4b04f417c2d30ae,Land Cover,unknown,divRoute_name
207,ACC_CONNECTOR,flowlines coded as connectors,percent,Flowline catchment stream density calculated as stream length (meters) divided by catchment(s) area (square kilometers).,https://www.sciencebase.gov/catalog/item/57976a0ce4b021cadec97890,Topographic,unknown,divRoute_name
208,ACC_BASIN_AREA,NHDPlusV2 flowline catchment area in square kilometers. -9999 denotes a flowline which has no catchment.,square kilometers,Flowline catchment stream density calculated as stream length (meters) divided by catchment(s) area (square kilometers).,https://www.sciencebase.gov/catalog/item/57976a0ce4b021cadec97890,Topographic,unknown,divRoute_name
209,ACC_PIPELINE,"Percentage of all flowline reach lengths per NHDPlusV2 catchment that is a pipe line. Pipelines are specifically man-made structures of steel, concrete, or polymers that direct surface water flows from one area to another.",percentage,Flowline catchment stream density calculated as stream length (meters) divided by catchment(s) area (square kilometers).,https://www.sciencebase.gov/catalog/item/57976a0ce4b021cadec97890,Topographic,unknown,divRoute_name
